Current_AmbTemp_17.8.2018_19.28.23.csv
22.70,1.01
22.70,0.96
22.70,0.98
22.70,0.97
22.70,0.99
22.70,0.98
22.70,0.98
22.70,0.97
22.70,0.96
22.70,0.99
22.70,0.98
22.70,0.96
22.70,1.00
22.70,0.97
22.70,0.96
22.70,1.00
22.70,1.01
22.70,0.97
22.70,0.95
22.70,0.98
22.70,0.96
22.70,0.99
22.70,0.98
22.70,0.99
22.70,0.98
22.70,0.97
22.70,0.98
22.70,0.98
22.70,0.95
22.70,0.96
22.70,0.96
22.70,0.98
22.70,0.97
22.70,1.00
22.70,0.98
22.70,0.95
22.70,0.98
22.60,0.97
22.60,1.01
22.70,0.97
22.70,0.98
22.70,0.98
22.70,0.94
22.70,1.01
22.70,1.01
22.70,0.95
22.70,0.99
22.70,0.98
22.70,0.97
22.70,0.95
22.70,0.98
22.70,1.01
22.70,0.96
22.60,0.93
22.60,0.94
22.70,1.06
22.70,1.02
22.60,0.98
22.60,1.04
22.60,1.10
22.60,1.10
22.60,1.07
22.60,1.05
22.60,1.00
22.60,1.11
22.60,1.09
22.60,1.05
22.60,1.04
22.60,1.07
22.60,1.07
22.60,1.06
22.60,1.08
22.60,0.99
22.60,1.08
22.60,1.06
22.60,1.04
22.60,1.07
22.60,1.02
22.60,1.04
22.60,1.07
22.60,1.04
22.60,1.02
22.60,1.04
22.60,1.02
22.60,1.07
22.60,1.07
22.60,1.15
22.60,1.04
22.60,1.06
22.60,1.04
22.60,1.02
22.50,1.04
22.50,1.05
22.60,1.09
22.60,1.04
22.50,1.11
22.50,1.08
22.50,1.03
22.50,1.05
22.50,1.04
22.50,1.01
22.50,1.07
22.50,1.06
22.50,1.05
22.50,1.07
22.50,1.01
22.50,1.04
22.50,1.03
22.50,1.04
22.50,1.06
22.50,1.03
22.50,1.05
22.50,1.24
22.50,1.40
22.50,1.42
22.50,1.40
22.50,1.36
22.50,1.44
22.50,1.36
22.40,1.36
22.40,1.30
22.50,1.38
22.50,1.43
22.50,1.31
22.50,1.22
22.50,1.23
22.50,1.22
22.50,1.17
22.50,1.16
22.50,1.23
22.50,1.08
22.50,1.00
22.50,0.98
22.50,0.98
22.50,0.98
22.50,0.96
22.50,1.00
22.50,0.98
22.50,1.00
22.50,0.96
22.50,0.98
22.50,0.99
22.50,0.97
22.50,1.00
22.50,1.00
22.50,0.93
22.50,0.99
22.50,0.97
22.50,1.01
22.50,0.96
22.50,0.96
22.50,1.00
22.50,0.96
22.50,0.94
22.50,0.98
22.50,0.95
22.50,0.96
22.50,0.98
22.50,0.92
22.50,0.97
22.50,1.00
22.50,1.01
22.50,0.98
22.50,0.99
22.50,0.95
22.50,0.97
22.50,0.99
22.50,0.95
22.50,0.97
22.60,0.96
22.60,1.04
22.50,0.98
22.50,0.97
22.50,0.96
22.50,1.02
22.50,1.00
22.50,0.95
22.50,0.91
22.50,0.98
22.60,0.99
22.60,0.98
22.50,0.97
22.50,0.96
22.50,0.98
22.50,0.96
22.60,0.97
